Time (ms),Channel A (mV),Channel B (V)
4.79232084,16.19312000,-0.59794910
4.79744084,16.19312000,-0.59794910
4.80256084,16.19312000,-0.58915980
4.80768084,16.19312000,-0.58915980
4.81280084,16.19312000,-0.58915980
4.81792084,17.93878000,-0.58037050
4.82304084,17.93878000,-0.57161170
4.82816084,17.93878000,-0.57161170
4.83328084,17.93878000,-0.57161170
4.83840084,17.93878000,-0.56282230
4.84352084,17.93878000,-0.56282230
4.84864084,19.69054000,-0.55403300
4.85376084,17.93878000,-0.54524370
4.85888084,19.69054000,-0.54524370
4.86400084,19.69054000,-0.53645440
4.86912084,19.69054000,-0.52766500
4.87424084,19.69054000,-0.52766500
4.87936084,19.69054000,-0.51008640
4.88448084,19.69054000,-0.51008640
4.88960084,19.69054000,-0.50129710
4.89472084,19.69054000,-0.50129710
4.89984084,21.43620000,-0.49250770
4.90496084,21.43620000,-0.49250770
4.91008084,21.43620000,-0.48371840
4.91520084,23.18186000,-0.47492900
4.92032084,21.43620000,-0.47492900
4.92544084,23.18186000,-0.46613970
4.93056084,23.18186000,-0.45735040
4.93568084,23.18186000,-0.45735040
4.94080084,23.18186000,-0.44856100
4.94592084,23.18186000,-0.43977170
4.95104084,23.18186000,-0.43977170
4.95616084,23.18186000,-0.43101290
4.96128084,23.18186000,-0.43101290
4.96640084,23.18186000,-0.42222360
4.97152084,23.18186000,-0.41343420
4.97664084,23.18186000,-0.40464490
4.98176084,23.18186000,-0.39585560
4.98688084,23.18186000,-0.39585560
4.99200084,23.18186000,-0.39585560
4.99712084,23.18186000,-0.38706620
5.00224084,23.18186000,-0.37827690
5.00736084,23.18186000,-0.36948760
5.01248084,23.18186000,-0.36069830
5.01760084,24.93362000,-0.36069830
5.02272084,24.93362000,-0.35190890
5.02784084,26.67928000,-0.35190890
5.03296084,24.93362000,-0.34311960
5.03808084,24.93362000,-0.32554090
5.04320084,24.93362000,-0.32554090
5.04832084,26.67928000,-0.32554090
5.05344084,24.93362000,-0.31675160
5.05856084,26.67928000,-0.29917290
5.06368084,26.67928000,-0.29917290
5.06880084,26.67928000,-0.29041410
5.07392084,26.67928000,-0.29041410
5.07904084,26.67928000,-0.28162480
5.08416084,26.67928000,-0.27283550
5.08928084,26.67928000,-0.26404610
5.09440084,26.67928000,-0.25525680
5.09952084,26.67928000,-0.25525680
5.10464084,26.67928000,-0.24646750
5.10976084,26.67928000,-0.23767820
5.11488084,26.67928000,-0.22888880
5.12000084,26.67928000,-0.22009950
5.12512084,26.67928000,-0.22009950
5.13024084,26.67928000,-0.21131020
5.13536084,26.67928000,-0.20252080
5.14048084,28.42494000,-0.20252080
5.14560084,28.42494000,-0.18494220
5.15072084,28.42494000,-0.18494220
5.15584084,28.42494000,-0.17615280
5.16096084,28.42494000,-0.16736350
5.16608084,28.42494000,-0.15857420
5.17120084,28.42494000,-0.14981540
5.17632084,28.42494000,-0.14981540
5.18144084,26.67928000,-0.14102600
5.18656084,26.67928000,-0.13223670
5.19168084,28.42494000,-0.12344740
5.19680084,28.42494000,-0.11465800
5.20192084,28.42494000,-0.10586870
5.20704084,28.42494000,-0.10586870
5.21216084,28.42494000,-0.09707938
5.21728084,28.42494000,-0.08829005
5.22240084,28.42494000,-0.07950072
5.22752084,30.17670000,-0.07950072
5.23264084,30.17670000,-0.07071139
5.23776084,30.17670000,-0.05313272
5.24288084,30.17670000,-0.05313272
5.24800084,28.42494000,-0.04434339
5.25312084,30.17670000,-0.03555406
5.25824084,30.17670000,-0.03555406
5.26336084,30.17670000,-0.02676473
5.26848084,30.17670000,-0.01797540
5.27360084,30.17670000,-0.00921659
5.27872084,30.17670000,-0.00045778
5.28384084,30.17670000,-0.00045778
5.28896084,30.17670000,0.01712088
5.29408084,30.17670000,0.02591021
5.29920084,30.17670000,0.02591021
5.30432084,30.17670000,0.03469954
5.30944084,30.17670000,0.04348888
5.31456084,30.17670000,0.05227821
5.31968084,30.17670000,0.06106754
5.32480084,30.17670000,0.06106754
5.32992084,30.17670000,0.07864620
5.33504084,30.17670000,0.07864620
5.34016084,30.17670000,0.08743553
5.34528084,30.17670000,0.09622486
5.35040084,30.17670000,0.09622486
5.35552084,30.17670000,0.10501420
5.36064084,30.17670000,0.11380350
5.36576084,28.42494000,0.13138220
5.37088084,30.17670000,0.13138220
5.37600084,30.17670000,0.14014100
5.38112084,30.17670000,0.14014100
5.38624084,30.17670000,0.14893030
5.39136084,28.42494000,0.15771970
5.39648084,30.17670000,0.16650900
5.40160084,30.17670000,0.17529830
5.40672084,30.17670000,0.18408760
5.41184084,30.17670000,0.19287700
5.41696084,28.42494000,0.20166630
5.42208084,30.17670000,0.20166630
5.42720084,28.42494000,0.21045560
5.43232084,28.42494000,0.21924500
5.43744084,30.17670000,0.22803430
5.44256084,30.17670000,0.23682360
5.44768084,30.17670000,0.23682360
5.45280084,28.42494000,0.24561300
5.45792084,28.42494000,0.24561300
5.46304084,26.67928000,0.25440230
5.46816084,28.42494000,0.26319160
5.47328084,28.42494000,0.27198090
5.47840084,28.42494000,0.27198090
5.48352084,28.42494000,0.28952910
5.48864084,28.42494000,0.28073980
5.49376084,26.67928000,0.28952910
5.49888084,28.42494000,0.30710770
5.50400084,26.67928000,0.30710770
5.50912084,26.67928000,0.31589710
5.51424084,28.42494000,0.32468640
5.51936084,26.67928000,0.33347570
5.52448084,26.67928000,0.34226510
5.52960084,26.67928000,0.34226510
5.53472084,26.67928000,0.35105440
5.53984084,26.67928000,0.35105440
5.54496084,26.67928000,0.36863310
5.55008084,26.67928000,0.37742240
5.55520084,26.67928000,0.37742240
5.56032084,26.67928000,0.38621170
5.56544084,26.67928000,0.38621170
5.57056084,26.67928000,0.39500110
5.57568084,26.67928000,0.40379040
5.58080084,26.67928000,0.41257970
5.58592084,26.67928000,0.41257970
5.59104084,26.67928000,0.41257970
5.59616084,26.67928000,0.42133850
5.60128084,26.67928000,0.43891720
5.60640084,24.93362000,0.43891720
5.61152084,24.93362000,0.44770650
5.61664084,24.93362000,0.44770650
5.62176084,24.93362000,0.45649590
5.62688084,24.93362000,0.45649590
5.63200084,24.93362000,0.47407450
5.63712084,24.93362000,0.47407450
5.64224084,23.18186000,0.48286380
5.64736084,24.93362000,0.48286380
5.65248084,23.18186000,0.49165320
5.65760084,23.18186000,0.49165320
5.66272084,23.18186000,0.50044250
5.66784084,23.18186000,0.50923190
5.67296084,23.18186000,0.51802120
5.67808084,23.18186000,0.51802120
5.68320084,23.18186000,0.52681050
5.68832084,23.18186000,0.52681050
5.69344084,23.18186000,0.52681050
5.69856084,23.18186000,0.54438920
5.70368084,23.18186000,0.54438920
5.70880084,21.43620000,0.54438920
5.71392084,23.18186000,0.55317850
5.71904084,21.43620000,0.55317850
5.72416084,23.18186000,0.56193730
5.72928084,21.43620000,0.57072660
5.73440084,21.43620000,0.57072660
5.73952084,21.43620000,0.58830530
5.74464084,19.69054000,0.57951600
5.74976084,21.43620000,0.58830530
5.75488084,19.69054000,0.59709470
5.76000084,19.69054000,0.59709470
5.76512084,19.69054000,0.60588400
5.77024084,19.69054000,0.60588400
5.77536084,19.69054000,0.61467330
5.78048084,19.69054000,0.61467330
5.78560084,19.69054000,0.62346260
5.79072084,19.69054000,0.62346260
5.79584084,19.69054000,0.62346260
5.80096084,17.93878000,0.63225200
5.80608084,17.93878000,0.63225200
5.81120084,17.93878000,0.63225200
5.81632084,16.19312000,0.64104130
5.82144084,17.93878000,0.65861990
5.82656084,17.93878000,0.64983060
5.83168084,16.19312000,0.65861990
5.83680084,16.19312000,0.65861990
5.84192084,16.19312000,0.65861990
5.84704084,16.19312000,0.65861990
5.85216084,16.19312000,0.66740930
5.85728084,16.19312000,0.66740930
5.86240084,16.19312000,0.67619860
5.86752084,16.19312000,0.67619860
5.87264084,16.19312000,0.68498800
5.87776084,16.19312000,0.68498800
5.88288084,14.44746000,0.69377730
5.88800084,16.19312000,0.69377730
5.89312084,14.44746000,0.69377730
5.89824084,12.69570000,0.69377730
5.90336084,12.69570000,0.70253610
5.90848084,12.69570000,0.70253610
5.91360084,12.69570000,0.70253610
5.91872084,12.69570000,0.70253610
5.92384084,12.69570000,0.70253610
5.92896084,12.69570000,0.71132540
5.93408084,12.69570000,0.72890410
5.93920084,12.69570000,0.72890410
5.94432084,12.69570000,0.72011480
5.94944084,10.95004000,0.72890410
5.95456084,10.95004000,0.72890410
5.95968084,10.95004000,0.72890410
5.96480084,9.20438300,0.72890410
5.96992084,9.20438300,0.72890410
5.97504083,9.20438300,0.73769340
5.98016083,9.20438300,0.73769340
5.98528083,9.20438300,0.73769340
5.99040083,9.20438300,0.73769340
5.99552083,9.20438300,0.73769340
6.00064083,7.45262000,0.73769340
6.00576083,7.45262000,0.74648270
6.01088083,7.45262000,0.74648270
6.01600083,7.45262000,0.74648270
6.02112083,7.45262000,0.74648270
6.02624083,7.45262000,0.74648270
6.03136083,7.45262000,0.74648270
6.03648083,5.70696100,0.74648270
6.04160083,5.70696100,0.75527210
6.04672083,5.70696100,0.75527210
6.05184083,5.70696100,0.75527210
6.05696083,5.70696100,0.76406140
6.06208083,5.70696100,0.75527210
6.06720083,3.96130300,0.75527210
6.07232083,3.96130300,0.76406140
6.07744083,3.96130300,0.76406140
6.08256083,3.96130300,0.76406140
6.08768083,3.96130300,0.76406140
6.09280083,2.21564400,0.75527210
6.09792083,2.21564400,0.76406140
6.10304083,2.21564400,0.76406140
6.10816083,2.21564400,0.76406140
6.11328083,2.21564400,0.76406140
6.11840083,2.21564400,0.76406140
6.12352083,2.21564400,0.76406140
6.12864083,2.21564400,0.76406140
6.13376083,2.21564400,0.75527210
6.13888083,0.46998500,0.75527210
6.14400083,0.46998500,0.76406140
6.14912083,0.46998500,0.76406140
6.15424083,-1.27567400,0.76406140
6.15936083,0.46998500,0.75527210
6.16448083,-1.27567400,0.75527210
6.16960083,-1.27567400,0.75527210
6.17472083,-1.27567400,0.75527210
6.17984083,-1.27567400,0.76406140
6.18496083,-1.27567400,0.75527210
6.19008083,-1.27567400,0.75527210
6.19520083,-1.27567400,0.74648270
6.20032083,-1.27567400,0.74648270
6.20544083,-1.27567400,0.74648270
6.21056083,-3.02133300,0.73769340
6.21568083,-4.77309500,0.74648270
6.22080083,-3.02133300,0.74648270
6.22592083,-3.02133300,0.74648270
6.23104083,-4.77309500,0.73769340
6.23616083,-4.77309500,0.73769340
6.24128083,-4.77309500,0.73769340
6.24640083,-4.77309500,0.73769340
6.25152083,-4.77309500,0.73769340
6.25664083,-4.77309500,0.73769340
6.26176083,-4.77309500,0.72890410
6.26688083,-4.77309500,0.72890410
6.27200083,-4.77309500,0.72890410
6.27712083,-6.51875400,0.72011480
6.28224083,-6.51875400,0.72011480
6.28736083,-8.26441300,0.72011480
6.29248083,-8.26441300,0.72011480
6.29760083,-8.26441300,0.72011480
6.30272083,-8.26441300,0.71132540
6.30784083,-8.26441300,0.71132540
6.31296083,-8.26441300,0.71132540
6.31808083,-8.26441300,0.71132540
6.32320083,-8.26441300,0.70253610
6.32832083,-8.26441300,0.70253610
6.33344083,-8.26441300,0.70253610
6.33856083,-8.26441300,0.69377730
6.34368083,-10.01617000,0.69377730
6.34880083,-10.01617000,0.68498800
6.35392083,-11.76183000,0.68498800
6.35904083,-11.76183000,0.68498800
6.36416083,-11.76183000,0.67619860
6.36928083,-10.01617000,0.67619860
6.37440083,-11.76183000,0.66740930
6.37952083,-11.76183000,0.66740930
6.38464083,-11.76183000,0.65861990
6.38976083,-11.76183000,0.65861990
6.39488083,-11.76183000,0.65861990
6.40000083,-13.50749000,0.65861990
6.40512083,-11.76183000,0.64983060
6.41024083,-13.50749000,0.64983060
6.41536083,-13.50749000,0.64104130
6.42048083,-15.25925000,0.63225200
6.42560083,-15.25925000,0.63225200
6.43072083,-15.25925000,0.62346260
6.43584083,-15.25925000,0.62346260
6.44096083,-15.25925000,0.62346260
6.44608083,-15.25925000,0.62346260
6.45120083,-15.25925000,0.61467330
6.45632083,-15.25925000,0.61467330
6.46144083,-15.25925000,0.60588400
6.46656083,-15.25925000,0.59709470
6.47168083,-15.25925000,0.59709470
6.47680083,-17.00491000,0.59709470
6.48192083,-17.00491000,0.58830530
6.48704083,-17.00491000,0.57951600
6.49216083,-18.75057000,0.57072660
6.49728083,-18.75057000,0.56193730
6.50240083,-18.75057000,0.56193730
6.50752083,-18.75057000,0.56193730
6.51264083,-17.00491000,0.55317850
6.51776083,-18.75057000,0.55317850
6.52288083,-18.75057000,0.54438920
6.52800083,-18.75057000,0.54438920
6.53312083,-18.75057000,0.53559980
6.53824083,-18.75057000,0.52681050
6.54336083,-18.75057000,0.51802120
6.54848083,-18.75057000,0.51802120
6.55360083,-20.50233000,0.51802120
6.55872083,-20.50233000,0.50923190
6.56384083,-20.50233000,0.50923190
6.56896083,-20.50233000,0.50044250
6.57408083,-22.24799000,0.49165320
6.57920083,-22.24799000,0.48286380
6.58432083,-20.50233000,0.48286380
6.58944083,-20.50233000,0.47407450
6.59456083,-22.24799000,0.46528520
6.59968083,-22.24799000,0.46528520
6.60480083,-22.24799000,0.45649590
6.60992083,-22.24799000,0.45649590
6.61504083,-22.24799000,0.44770650
6.62016083,-22.24799000,0.44770650
6.62528083,-22.24799000,0.43012790
6.63040083,-22.24799000,0.42133850
6.63552083,-23.99365000,0.42133850
6.64064083,-22.24799000,0.41257970
6.64576083,-22.24799000,0.41257970
6.65088083,-22.24799000,0.41257970
6.65600083,-22.24799000,0.39500110
6.66112083,-23.99365000,0.38621170
6.66624083,-23.99365000,0.38621170
6.67136083,-23.99365000,0.37742240
6.67648083,-23.99365000,0.37742240
6.68160083,-25.74541000,0.36863310
6.68672083,-23.99365000,0.35105440
6.69184083,-23.99365000,0.35105440
6.69696083,-23.99365000,0.34226510
6.70208083,-23.99365000,0.34226510
6.70720083,-25.74541000,0.33347570
6.71232083,-25.74541000,0.32468640
6.71744083,-25.74541000,0.31589710
6.72256083,-25.74541000,0.31589710
6.72768083,-25.74541000,0.30710770
6.73280083,-25.74541000,0.30710770
6.73792083,-25.74541000,0.28952910
6.74304083,-25.74541000,0.28073980
6.74816083,-25.74541000,0.28073980
6.75328083,-25.74541000,0.27198090
6.75840083,-25.74541000,0.27198090
6.76352083,-25.74541000,0.26319160
6.76864083,-25.74541000,0.25440230
6.77376083,-27.49107000,0.24561300
6.77888083,-25.74541000,0.23682360
6.78400083,-27.49107000,0.23682360
6.78912083,-25.74541000,0.22803430
6.79424083,-25.74541000,0.21924500
6.79936083,-25.74541000,0.21045560
6.80448083,-27.49107000,0.20166630
6.80960083,-29.23673000,0.20166630
6.81472083,-27.49107000,0.19287700
6.81984083,-27.49107000,0.17529830
6.82496083,-29.23673000,0.17529830
6.83008083,-27.49107000,0.16650900
6.83520083,-27.49107000,0.16650900
6.84032083,-27.49107000,0.14893030
6.84544083,-29.23673000,0.14014100
6.85056083,-27.49107000,0.14014100
6.85568083,-29.23673000,0.13138220
6.86080083,-29.23673000,0.12259290
6.86592083,-29.23673000,0.12259290
6.87104083,-29.23673000,0.11380350
6.87616083,-27.49107000,0.10501420
6.88128083,-29.23673000,0.09622486
6.88640083,-29.23673000,0.09622486
6.89152083,-29.23673000,0.08743553
6.89664083,-29.23673000,0.07864620
6.90176083,-29.23673000,0.06985687
6.90688083,-29.23673000,0.06106754
6.91200083,-29.23673000,0.06106754
6.91712083,-29.23673000,0.04348888
6.92224083,-29.23673000,0.03469954
6.92736083,-29.23673000,0.03469954
6.93248083,-29.23673000,0.02591021
6.93760083,-29.23673000,0.02591021
6.94272083,-29.23673000,0.00833155
6.94784083,-29.23673000,-0.00045778
6.95296083,-29.23673000,-0.00921659
6.95808083,-29.23673000,-0.00921659
6.96320083,-29.23673000,-0.01797540
6.96832083,-29.23673000,-0.02676473
6.97344083,-29.23673000,-0.03555406
6.97856083,-29.23673000,-0.04434339
6.98368083,-29.23673000,-0.04434339
6.98880083,-29.23673000,-0.05313272
6.99392083,-29.23673000,-0.06192205
6.99904083,-29.23673000,-0.07071139
7.00416083,-29.23673000,-0.07950072
7.00928083,-29.23673000,-0.07950072
7.01440083,-29.23673000,-0.08829005
7.01952083,-29.23673000,-0.10586870
7.02464083,-29.23673000,-0.11465800
7.02976083,-29.23673000,-0.11465800
7.03488083,-29.23673000,-0.11465800
7.04000083,-29.23673000,-0.12344740
7.04512083,-29.23673000,-0.14102600
7.05024083,-29.23673000,-0.14981540
7.05536083,-29.23673000,-0.14981540
7.06048083,-29.23673000,-0.15857420
7.06560083,-29.23673000,-0.17615280
7.07072083,-29.23673000,-0.17615280
7.07584083,-29.23673000,-0.17615280
7.08096083,-29.23673000,-0.18494220
7.08608083,-29.23673000,-0.19373150
7.09120083,-27.49107000,-0.20252080
7.09632083,-29.23673000,-0.21131020
7.10144083,-29.23673000,-0.21131020
7.10656083,-29.23673000,-0.22009950
7.11168083,-29.23673000,-0.22888880
7.11680083,-29.23673000,-0.23767820
7.12192083,-27.49107000,-0.24646750
7.12704083,-29.23673000,-0.25525680
7.13216083,-27.49107000,-0.25525680
7.13728083,-29.23673000,-0.26404610
7.14240083,-29.23673000,-0.27283550
7.14752083,-29.23673000,-0.28162480
7.15264083,-29.23673000,-0.28162480
7.15776083,-27.49107000,-0.29041410
7.16288083,-27.49107000,-0.29041410
7.16800083,-25.74541000,-0.30796230
7.17312083,-27.49107000,-0.31675160
7.17824083,-27.49107000,-0.31675160
7.18336083,-25.74541000,-0.32554090
7.18848083,-27.49107000,-0.32554090
7.19360083,-27.49107000,-0.33433030
7.19872083,-25.74541000,-0.34311960
7.20384083,-25.74541000,-0.35190890
7.20896083,-25.74541000,-0.36069830
7.21408083,-27.49107000,-0.36069830
7.21920083,-25.74541000,-0.36069830
7.22432083,-25.74541000,-0.37827690
7.22944083,-25.74541000,-0.37827690
7.23456083,-25.74541000,-0.38706620
7.23968083,-25.74541000,-0.39585560
7.24480083,-25.74541000,-0.40464490
7.24992083,-25.74541000,-0.40464490
7.25504083,-25.74541000,-0.41343420
7.26016083,-25.74541000,-0.42222360
7.26528083,-25.74541000,-0.42222360
7.27040083,-23.99365000,-0.43101290
7.27552083,-25.74541000,-0.43977170
7.28064083,-25.74541000,-0.43977170
7.28576083,-25.74541000,-0.45735040
7.29088083,-23.99365000,-0.45735040
7.29600083,-23.99365000,-0.45735040
7.30112083,-23.99365000,-0.46613970
7.30624083,-23.99365000,-0.47492900
7.31136083,-22.24799000,-0.47492900
7.31648083,-23.99365000,-0.47492900
7.32160083,-23.99365000,-0.49250770
7.32672083,-23.99365000,-0.50129710
7.33184083,-22.24799000,-0.50129710
7.33696083,-22.24799000,-0.50129710
7.34208083,-22.24799000,-0.51008640
7.34720083,-22.24799000,-0.51887570
7.35232083,-22.24799000,-0.51887570
7.35744083,-22.24799000,-0.52766500
7.36256083,-22.24799000,-0.53645440
7.36768083,-22.24799000,-0.53645440
7.37280083,-22.24799000,-0.53645440
7.37792083,-22.24799000,-0.54524370
7.38304083,-20.50233000,-0.55403300
7.38816083,-22.24799000,-0.56282230
7.39328083,-20.50233000,-0.56282230
7.39840083,-20.50233000,-0.57161170
7.40352083,-22.24799000,-0.57161170
7.40864083,-20.50233000,-0.57161170
7.41376083,-18.75057000,-0.58037050
7.41888083,-18.75057000,-0.58915980
7.42400083,-20.50233000,-0.59794910
7.42912083,-18.75057000,-0.58915980
7.43424083,-18.75057000,-0.59794910
7.43936083,-18.75057000,-0.59794910
7.44448083,-18.75057000,-0.60673850
7.44960083,-18.75057000,-0.60673850
7.45472083,-18.75057000,-0.61552780
7.45984083,-18.75057000,-0.61552780
7.46496083,-18.75057000,-0.62431720
7.47008083,-18.75057000,-0.62431720
7.47520083,-17.00491000,-0.64189580
7.48032083,-18.75057000,-0.64189580
7.48544083,-17.00491000,-0.64189580
7.49056083,-17.00491000,-0.64189580
7.49568083,-17.00491000,-0.65068510
7.50080083,-17.00491000,-0.65947450
7.50592083,-15.25925000,-0.65068510
7.51104083,-15.25925000,-0.65068510
7.51616083,-15.25925000,-0.66826380
7.52128083,-15.25925000,-0.66826380
7.52640083,-15.25925000,-0.67705320
7.53152083,-15.25925000,-0.67705320
7.53664083,-15.25925000,-0.67705320
7.54176083,-15.25925000,-0.67705320
7.54688083,-13.50749000,-0.68584250
7.55200083,-15.25925000,-0.68584250
7.55712083,-13.50749000,-0.68584250
7.56224083,-13.50749000,-0.69463180
7.56736083,-13.50749000,-0.69463180
7.57248083,-13.50749000,-0.70342110
7.57760083,-11.76183000,-0.70342110
7.58272083,-11.76183000,-0.70342110
7.58784083,-11.76183000,-0.71221050
7.59296083,-11.76183000,-0.71221050
7.59808083,-11.76183000,-0.71221050
7.60320083,-11.76183000,-0.71221050
7.60832083,-11.76183000,-0.71221050
7.61344083,-11.76183000,-0.71221050
7.61856082,-10.01617000,-0.72096930
7.62368082,-10.01617000,-0.72975860
7.62880082,-10.01617000,-0.72096930
7.63392082,-10.01617000,-0.72096930
7.63904082,-8.26441300,-0.73854790
7.64416082,-8.26441300,-0.72975860
7.64928082,-8.26441300,-0.73854790
7.65440082,-8.26441300,-0.73854790
7.65952082,-8.26441300,-0.73854790
7.66464082,-8.26441300,-0.73854790
7.66976082,-8.26441300,-0.73854790
7.67488082,-8.26441300,-0.73854790
7.68000082,-8.26441300,-0.74733730
7.68512082,-8.26441300,-0.74733730
7.69024082,-6.51875400,-0.74733730
7.69536082,-6.51875400,-0.74733730
7.70048082,-4.77309500,-0.74733730
7.70560082,-4.77309500,-0.74733730
7.71072082,-4.77309500,-0.74733730
7.71584082,-4.77309500,-0.74733730
7.72096082,-4.77309500,-0.74733730
7.72608082,-4.77309500,-0.74733730
7.73120082,-4.77309500,-0.74733730
7.73632082,-4.77309500,-0.74733730
7.74144082,-3.02133300,-0.74733730
7.74656082,-4.77309500,-0.75612660
7.75168082,-3.02133300,-0.75612660
7.75680082,-3.02133300,-0.75612660
7.76192082,-3.02133300,-0.75612660
7.76704082,-1.27567400,-0.75612660
7.77216082,-1.27567400,-0.76491590
7.77728082,-1.27567400,-0.75612660
7.78240082,-1.27567400,-0.75612660
7.78752082,-1.27567400,-0.75612660
7.79264082,-1.27567400,-0.74733730
7.79776082,-1.27567400,-0.74733730
7.80288082,-1.27567400,-0.74733730
7.80800082,0.46998500,-0.75612660
7.81312082,-1.27567400,-0.74733730
7.81824082,0.46998500,-0.74733730
7.82336082,0.46998500,-0.75612660
7.82848082,0.46998500,-0.74733730
7.83360082,2.21564400,-0.74733730
7.83872082,2.21564400,-0.75612660
7.84384082,2.21564400,-0.74733730
7.84896082,2.21564400,-0.74733730
7.85408082,2.21564400,-0.74733730
7.85920082,2.21564400,-0.74733730
7.86432082,2.21564400,-0.74733730
7.86944082,2.21564400,-0.74733730
7.87456082,2.21564400,-0.74733730
7.87968082,3.96130300,-0.74733730
7.88480082,3.96130300,-0.74733730
7.88992082,3.96130300,-0.74733730
7.89504082,5.70696100,-0.73854790
7.90016082,5.70696100,-0.73854790
7.90528082,5.70696100,-0.73854790
7.91040082,5.70696100,-0.73854790
7.91552082,5.70696100,-0.72975860
7.92064082,5.70696100,-0.73854790
7.92576082,5.70696100,-0.72975860
7.93088082,5.70696100,-0.72975860
7.93600082,5.70696100,-0.72096930
7.94112082,5.70696100,-0.72096930
7.94624082,7.45262000,-0.72096930
7.95136082,7.45262000,-0.71221050
7.95648082,5.70696100,-0.71221050
7.96160082,9.20438300,-0.71221050
7.96672082,9.20438300,-0.71221050
7.97184082,9.20438300,-0.71221050
7.97696082,9.20438300,-0.71221050
7.98208082,9.20438300,-0.70342110
7.98720082,9.20438300,-0.70342110
7.99232082,9.20438300,-0.69463180
7.99744082,9.20438300,-0.69463180
8.00256082,9.20438300,-0.69463180
8.00768082,9.20438300,-0.68584250
8.01280082,10.95004000,-0.68584250
8.01792082,10.95004000,-0.67705320
8.02304082,10.95004000,-0.67705320
8.02816082,10.95004000,-0.67705320
8.03328082,12.69570000,-0.67705320
8.03840082,12.69570000,-0.66826380
8.04352082,10.95004000,-0.66826380
8.04864082,12.69570000,-0.66826380
8.05376082,12.69570000,-0.65947450
8.05888082,12.69570000,-0.65947450
8.06400082,12.69570000,-0.65068510
8.06912082,14.44746000,-0.64189580
8.07424082,14.44746000,-0.64189580
8.07936082,14.44746000,-0.63310650
8.08448082,14.44746000,-0.64189580
8.08960082,16.19312000,-0.64189580
8.09472082,14.44746000,-0.62431720
8.09984082,14.44746000,-0.61552780
8.10496082,16.19312000,-0.61552780
8.11008082,16.19312000,-0.61552780
8.11520082,16.19312000,-0.60673850
8.12032082,16.19312000,-0.60673850
8.12544082,16.19312000,-0.60673850
8.13056082,16.19312000,-0.59794910
8.13568082,16.19312000,-0.59794910
8.14080082,16.19312000,-0.58915980
8.14592082,16.19312000,-0.58037050
8.15104082,16.19312000,-0.57161170
8.15616082,17.93878000,-0.57161170
8.16128082,17.93878000,-0.57161170
8.16640082,17.93878000,-0.56282230
8.17152082,17.93878000,-0.56282230
8.17664082,17.93878000,-0.55403300
8.18176082,17.93878000,-0.55403300
8.18688082,17.93878000,-0.54524370
8.19200082,19.69054000,-0.54524370
8.19712082,19.69054000,-0.53645440
8.20224082,19.69054000,-0.52766500
8.20736082,19.69054000,-0.52766500
8.21248082,19.69054000,-0.51887570
8.21760082,19.69054000,-0.51008640
8.22272082,19.69054000,-0.50129710
8.22784082,19.69054000,-0.50129710
8.23296082,19.69054000,-0.50129710
8.23808082,21.43620000,-0.49250770
8.24320082,21.43620000,-0.48371840
8.24832082,21.43620000,-0.48371840
8.25344082,21.43620000,-0.47492900
8.25856082,23.18186000,-0.46613970
8.26368082,23.18186000,-0.45735040
8.26880082,23.18186000,-0.46613970
8.27392082,23.18186000,-0.44856100
8.27904082,23.18186000,-0.44856100
8.28416082,23.18186000,-0.43101290
8.28928082,23.18186000,-0.43101290
8.29440082,23.18186000,-0.42222360
8.29952082,23.18186000,-0.42222360
8.30464082,23.18186000,-0.41343420
8.30976082,23.18186000,-0.40464490
8.31488082,23.18186000,-0.39585560
8.32000082,23.18186000,-0.39585560
8.32512082,24.93362000,-0.39585560
8.33024082,23.18186000,-0.38706620
8.33536082,23.18186000,-0.37827690
8.34048082,23.18186000,-0.37827690
8.34560082,23.18186000,-0.36069830
8.35072082,24.93362000,-0.36069830
8.35584082,24.93362000,-0.35190890
8.36096082,24.93362000,-0.34311960
8.36608082,24.93362000,-0.33433030
8.37120082,24.93362000,-0.32554090
8.37632082,26.67928000,-0.32554090
8.38144082,26.67928000,-0.31675160
8.38656082,26.67928000,-0.31675160
8.39168082,26.67928000,-0.29917290
8.39680082,26.67928000,-0.29917290
8.40192082,26.67928000,-0.29041410
8.40704082,26.67928000,-0.29041410
8.41216082,26.67928000,-0.28162480
8.41728082,26.67928000,-0.28162480
8.42240082,26.67928000,-0.26404610
8.42752082,26.67928000,-0.25525680
8.43264082,26.67928000,-0.25525680
8.43776082,26.67928000,-0.24646750
8.44288082,26.67928000,-0.23767820
8.44800082,26.67928000,-0.22888880
8.45312082,26.67928000,-0.22009950
8.45824082,26.67928000,-0.22009950
8.46336082,28.42494000,-0.21131020
8.46848082,26.67928000,-0.21131020
8.47360082,26.67928000,-0.19373150
8.47872082,28.42494000,-0.18494220
8.48384082,28.42494000,-0.18494220
8.48896082,30.17670000,-0.17615280
8.49408082,28.42494000,-0.16736350
8.49920082,28.42494000,-0.15857420
8.50432082,26.67928000,-0.14981540
8.50944082,28.42494000,-0.14981540
8.51456082,28.42494000,-0.14102600
8.51968082,28.42494000,-0.13223670
8.52480082,28.42494000,-0.12344740
8.52992082,28.42494000,-0.11465800
8.53504082,26.67928000,-0.11465800
8.54016082,30.17670000,-0.10586870
8.54528082,30.17670000,-0.09707938
8.55040082,28.42494000,-0.08829005
