Time,Channel A
(ms),(V)

19.79918034,-0.02740562
19.80418034,0.12778100
19.80918034,0.27378150
19.81418034,0.39051490
19.81918034,0.47004610
19.82418034,0.50227360
19.82918034,0.48771630
19.83418034,0.42249830
19.83918034,0.31894900
19.84418034,0.18305000
19.84918034,0.02859584
19.85418034,-0.12756740
19.85918034,-0.27057710
19.86418034,-0.39179660
19.86918034,-0.46967990
19.87418034,-0.50117500
19.87918034,-0.48637350
19.88418034,-0.42265080
19.88918034,-0.31772820
19.89418034,-0.18234810
19.89918034,-0.02850429
19.90418034,0.12668230
19.90918034,0.27115700
19.91418034,0.38990450
19.91918034,0.47065650
19.92418034,0.50138860
19.92918034,0.48771630
19.93418034,0.42262030
19.93918034,0.31882690
19.94418034,0.18381300
19.94918034,0.02935881
19.95418034,-0.12833030
19.95918033,-0.27195040
19.96418033,-0.38880580
19.96918033,-0.46967990
19.97418033,-0.50117500
19.97918033,-0.48762470
19.98418033,-0.42204050
19.98918033,-0.31736200
19.99418033,-0.18259220
19.99918033,-0.02813807
20.00418033,0.12680440
20.00918033,0.27341530
20.01418033,0.39014860
20.01918033,0.46830650
20.02418033,0.50151070
20.02918033,0.48808250
20.03418033,0.42298650
20.03918033,0.31943720
20.04418033,0.18231760
20.04918033,0.02996918
20.05418033,-0.12607200
20.05918033,-0.27332380
20.06418033,-0.38993500
20.06918033,-0.46845910
20.07418033,-0.50517290
20.07918033,-0.48637350
20.08418033,-0.42164370
20.08918033,-0.31897950
20.09418033,-0.18060850
20.09918033,-0.02874844
20.10418033,0.12765890
20.10918033,0.27439190
20.11418033,0.39188820
20.11918033,0.46815390
20.12418033,0.50163280
20.12918033,0.48585470
20.13418033,0.42323070
20.13918033,0.31870480
20.14418033,0.18094420
20.14918033,0.02911466
20.15418033,-0.12768950
20.15918033,-0.27118750
20.16418033,-0.38804280
20.16918033,-0.46955780
20.17418033,-0.50181590
20.17918033,-0.48612930
20.18418033,-0.42487870
20.18918033,-0.31849120
20.19418033,-0.18021180
20.19918033,-0.02728355
20.20418033,0.12903230
20.20918033,0.27216410
20.21418033,0.39225440
20.21918033,0.46830650
20.22418033,0.50300610
20.22918033,0.48496960
20.23418033,0.42173530
20.23918033,0.31684320
20.24418033,0.18256170
20.24918033,0.02911466
20.25418033,-0.12671290
20.25918033,-0.27219460
20.26418033,-0.39139990
20.26918033,-0.46781820
20.27418033,-0.50154120
20.27918033,-0.48673970
20.28418033,-0.42103340
20.28918033,-0.31662950
20.29418033,-0.18271430
20.29918033,-0.02850429
20.30418033,0.12704860
20.30918033,0.27179780
20.31418033,0.38975190
20.31918033,0.46980190
20.32418033,0.50215150
20.32918033,0.48731960
20.33418033,0.42173530
20.33918033,0.31757560
20.34418033,0.18243970
20.34918033,0.02737510
20.35418032,-0.12930690
20.35918032,-0.27182840
20.36418032,-0.38917200
20.36918032,-0.47007660
20.37418032,-0.50230410
20.37918032,-0.48698390
20.38418032,-0.42402420
20.38918032,-0.31635490
20.39418032,-0.17947940
20.39918032,-0.02874844
20.40418032,0.12854400
20.40918032,0.27390360
20.41418032,0.38975190
20.41918032,0.46992400
20.42418032,0.50288400
20.42918032,0.48533590
20.43418032,0.42161320
20.43918032,0.31769770
20.44418032,0.18243970
20.44918032,0.02972503
20.45418032,-0.12918490
20.45918032,-0.27182840
20.46418032,-0.38880580
20.46918032,-0.46806240
20.47418032,-0.50218210
20.47918032,-0.48750270
20.48418032,-0.42338330
20.48918032,-0.31772820
20.49418032,-0.18222600
20.49918032,-0.02728355
20.50418032,0.13064970
20.50918032,0.27253030
20.51418032,0.39027070
20.51918032,0.47004610
20.52418032,0.50437940
20.52918032,0.48683120
20.53418032,0.42274240
20.53918032,0.31907100
20.54418032,0.18231760
20.54918032,0.02774132
20.55418032,-0.12845240
20.55918032,-0.27356790
20.56418032,-0.38868370
20.56918032,-0.46967990
20.57418032,-0.50056460
20.57918032,-0.48722800
20.58418032,-0.42066710
20.58918032,-0.31525620
20.59418032,-0.18182930
20.59918032,-0.02777184
20.60418032,0.12891020
20.60918032,0.27491070
20.61418032,0.38914150
20.61918032,0.46815390
20.62418032,0.50288400
20.62918032,0.48460340
20.63418032,0.42484820
20.63918032,0.31769770
20.64418032,0.18219550
20.64918032,0.02822962
20.65418032,-0.12833030
20.65918032,-0.27207250
20.66418032,-0.38941620
20.66918032,-0.46882530
20.67418032,-0.50328080
20.67918032,-0.48536640
20.68418032,-0.42240670
20.68918032,-0.31836910
20.69418032,-0.18344680
20.69918032,-0.02987762
20.70418032,0.12915430
20.70918032,0.27539900
20.71418032,0.39027070
20.71918032,0.46964930
20.72418032,0.50126650
20.72918032,0.48558000
20.73418032,0.42298650
20.73918032,0.31769770
20.74418032,0.18442340
20.74918032,0.02911466
20.75418031,-0.12768950
20.75918031,-0.27118750
20.76418031,-0.38868370
20.76918031,-0.46870330
20.77418031,-0.50206000
20.77918031,-0.48612930
20.78418031,-0.42204050
20.78918031,-0.31675160
20.79418031,-0.17911310
20.79918031,-0.02801599
20.80418031,0.12955110
20.80918031,0.27353740
20.81418031,0.39051490
20.81918031,0.46903900
