Frequency,Channel A,Channel B
39.10064697,-∞,-49.28835000
39.14833069,-∞,-53.86084000
39.19601440,-∞,-52.41078000
39.24369812,-∞,-52.64103000
39.29138184,-∞,-52.73962000
39.33906555,-∞,-60.23086000
39.38674927,-∞,-57.99678000
39.43443298,-∞,-52.58786000
39.48211670,-∞,-48.97189000
39.52980042,-∞,-47.27565000
39.57748413,-∞,-54.63147000
39.62516785,-∞,-53.72061000
39.67285156,-∞,-49.29423000
39.72053528,-∞,-50.79438000
39.76821899,-∞,-48.10849000
39.81590271,-∞,-49.75635000
39.86358643,-∞,-56.83248000
39.91127014,-∞,-54.69323000
39.95895386,-∞,-54.29054000
40.00663757,-∞,-58.51236000
40.05432129,-∞,-64.66425000
40.10200500,-∞,-62.65164000
40.14968872,-∞,-51.62778000
40.19737244,-∞,-45.92569000
40.24505615,-∞,-45.64457000
40.29273987,-∞,-48.79770000
40.34042358,-∞,-52.93348000
40.38810730,-∞,-54.77342000
40.43579102,-∞,-55.43936000
40.48347473,-∞,-63.08005000
40.53115845,-∞,-52.96531000
40.57884216,-∞,-46.62561000
40.62652588,-∞,-50.86834000
40.67420959,-∞,-59.87631000
40.72189331,-∞,-61.24517000
40.76957703,-∞,-58.73064000
40.81726074,-∞,-53.64333000
40.86494446,-∞,-48.71747000
40.91262817,-∞,-48.06629000
40.96031189,-∞,-54.89463000
41.00799561,-∞,-50.71703000
41.05567932,-∞,-46.97694000
41.10336304,-∞,-50.74791000
41.15104675,-∞,-55.80508000
41.19873047,-∞,-59.66817000
41.24641418,-∞,-56.77481000
41.29409790,-∞,-61.48455000
41.34178162,-∞,-66.22186000
41.38946533,-∞,-56.49563000
41.43714905,-∞,-53.81184000
41.48483276,-∞,-53.10255000
41.53251648,-∞,-56.87390000
41.58020020,-∞,-66.88141000
41.62788391,-∞,-68.40041000
41.67556763,-∞,-56.94661000
41.72325134,-∞,-50.22925000
41.77093506,-∞,-49.60324000
41.81861877,-∞,-50.83690000
41.86630249,-∞,-51.68003000
41.91398621,-∞,-52.90485000
41.96166992,-∞,-62.76683000
42.00935364,-∞,-55.43755000
42.05703735,-∞,-52.93776000
42.10472107,-∞,-50.24116000
42.15240479,-∞,-49.04004000
42.20008850,-∞,-50.67537000
42.24777222,-∞,-51.76083000
42.29545593,-∞,-60.26442000
42.34313965,-∞,-54.27161000
42.39082336,-∞,-50.38276000
42.43850708,-∞,-50.78075000
42.48619080,-∞,-56.68119000
42.53387451,-∞,-57.21712000
42.58155823,-∞,-59.56494000
42.62924194,-∞,-66.24391000
42.67692566,-∞,-69.69119000
42.72460938,-∞,-63.47208000
42.77229309,-∞,-54.79026000
42.81997681,-∞,-50.82868000
42.86766052,-∞,-51.81894000
42.91534424,-∞,-53.89483000
42.96302795,-∞,-53.69025000
43.01071167,-∞,-55.04187000
43.05839539,-∞,-59.34788000
43.10607910,-∞,-57.19186000
43.15376282,-∞,-49.59215000
43.20144653,-∞,-53.99832000
43.24913025,-∞,-57.07547000
43.29681396,-∞,-50.62153000
43.34449768,-∞,-51.23261000
43.39218140,-∞,-52.98933000
43.43986511,-∞,-50.48782000
43.48754883,-∞,-53.50445000
43.53523254,-∞,-68.25111000
43.58291626,-∞,-67.17570000
43.63059998,-∞,-55.17717000
43.67828369,-∞,-52.86403000
43.72596741,-∞,-50.51628000
43.77365112,-∞,-50.07857000
43.82133484,-∞,-56.86306000
43.86901855,-∞,-59.81862000
43.91670227,-∞,-55.97757000
43.96438599,-∞,-67.50101000
44.01206970,-∞,-51.91867000
44.05975342,-∞,-51.66687000
44.10743713,-∞,-55.99138000
44.15512085,-∞,-54.05366000
44.20280457,-∞,-56.72359000
44.25048828,-∞,-60.53276000
44.29817200,-∞,-55.53293000
44.34585571,-∞,-53.54126000
44.39353943,-∞,-56.99291000
44.44122314,-∞,-53.39299000
44.48890686,-∞,-49.68122000
44.53659058,-∞,-48.39073000
44.58427429,-∞,-48.84138000
44.63195801,-∞,-51.49818000
44.67964172,-∞,-54.34924000
44.72732544,-∞,-71.15210000
44.77500916,-∞,-48.75925000
44.82269287,-∞,-44.58834000
44.87037659,-∞,-46.17637000
44.91806030,-∞,-55.81651000
44.96574402,-∞,-50.69817000
45.01342773,-∞,-50.85430000
45.06111145,-∞,-56.00019000
45.10879517,-∞,-54.59455000
45.15647888,-∞,-52.99118000
45.20416260,-∞,-60.19314000
45.25184631,-∞,-58.27325000
45.29953003,-∞,-51.78499000
45.34721375,-∞,-48.83297000
45.39489746,-∞,-55.80496000
45.44258118,-∞,-61.64753000
45.49026489,-∞,-79.09053000
45.53794861,-∞,-59.54773000
45.58563232,-∞,-70.13169000
45.63331604,-∞,-56.00510000
45.68099976,-∞,-51.56435000
45.72868347,-∞,-51.49931000
45.77636719,-∞,-51.80758000
45.82405090,-∞,-59.59710000
45.87173462,-∞,-53.64650000
45.91941833,-∞,-55.02042000
45.96710205,-∞,-61.37663000
46.01478577,-∞,-54.92948000
46.06246948,-∞,-52.09856000
46.11015320,-∞,-53.20352000
46.15783691,-∞,-52.27203000
46.20552063,-∞,-51.59492000
46.25320435,-∞,-52.33034000
46.30088806,-∞,-55.71838000
46.34857178,-∞,-57.04224000
46.39625549,-∞,-55.12844000
46.44393921,-∞,-51.37016000
46.49162292,-∞,-50.81276000
46.53930664,-∞,-67.55991000
46.58699036,-∞,-53.80099000
46.63467407,-∞,-55.81288000
46.68235779,-∞,-50.89120000
46.73004150,-∞,-51.80500000
46.77772522,-∞,-60.54909000
46.82540894,-∞,-59.58998000
46.87309265,-∞,-64.01499000
46.92077637,-∞,-55.81572000
46.96846008,-∞,-49.76530000
47.01614380,-∞,-53.35709000
47.06382751,-∞,-54.75782000
47.11151123,-∞,-49.32050000
47.15919495,-∞,-53.39161000
47.20687866,-∞,-57.90245000
47.25456238,-∞,-60.76642000
47.30224609,-∞,-52.54820000
47.34992981,-∞,-51.27701000
47.39761353,-∞,-51.24485000
47.44529724,-∞,-50.69282000
47.49298096,-∞,-51.27470000
47.54066467,-∞,-50.61713000
47.58834839,-∞,-49.49472000
47.63603210,-∞,-52.01187000
47.68371582,-∞,-55.06963000
47.73139954,-∞,-57.86742000
47.77908325,-∞,-57.88213000
47.82676697,-∞,-58.66285000
47.87445068,-∞,-56.83308000
47.92213440,-∞,-48.93636000
47.96981812,-∞,-47.60433000
48.01750183,-∞,-49.76167000
48.06518555,-∞,-51.99131000
48.11286926,-∞,-59.76809000
48.16055298,-∞,-57.96291000
48.20823669,-∞,-52.81446000
48.25592041,-∞,-56.09004000
48.30360413,-∞,-63.90746000
48.35128784,-∞,-53.97892000
48.39897156,-∞,-52.90204000
48.44665527,-∞,-52.76299000
48.49433899,-∞,-58.67296000
48.54202271,-∞,-57.83598000
48.58970642,-∞,-74.07109000
48.63739014,-∞,-54.89519000
48.68507385,-∞,-51.60378000
48.73275757,-∞,-50.36073000
48.78044128,-∞,-55.36980000
48.82812500,-∞,-74.96015000
48.87580872,-∞,-57.13937000
48.92349243,-∞,-58.47027000
48.97117615,-∞,-62.04504000
49.01885986,-∞,-56.51662000
49.06654358,-∞,-65.02705000
49.11422729,-∞,-65.28060000
49.16191101,-∞,-62.45816000
49.20959473,-∞,-59.06025000
49.25727844,-∞,-61.33861000
49.30496216,-∞,-53.76818000
49.35264587,-∞,-53.94122000
49.40032959,-∞,-57.31004000
49.44801331,-∞,-53.51634000
49.49569702,-∞,-52.70962000
49.54338074,-∞,-59.26241000
49.59106445,-∞,-57.36420000
49.63874817,-∞,-55.54734000
49.68643188,-∞,-51.98911000
49.73411560,-∞,-56.14904000
49.78179932,-∞,-61.71625000
49.82948303,-∞,-54.63379000
49.87716675,-∞,-58.51906000
49.92485046,-∞,-52.38945000
49.97253418,-∞,-51.38715000
50.02021790,-∞,-53.21986000
50.06790161,-∞,-51.34108000
50.11558533,-∞,-47.32355000
50.16326904,-∞,-46.46435000
50.21095276,-∞,-50.18845000
50.25863647,-∞,-56.48085000
50.30632019,-∞,-56.42342000
50.35400391,-∞,-57.20760000
50.40168762,-∞,-52.24597000
50.44937134,-∞,-50.42304000
50.49705505,-∞,-54.06841000
50.54473877,-∞,-57.44839000
50.59242249,-∞,-53.40657000
50.64010620,-∞,-53.11233000
50.68778992,-∞,-56.71679000
50.73547363,-∞,-55.45126000
50.78315735,-∞,-52.64126000
50.83084106,-∞,-50.45952000
50.87852478,-∞,-48.35515000
50.92620850,-∞,-47.06255000
50.97389221,-∞,-46.02081000
51.02157593,-∞,-47.01004000
51.06925964,-∞,-48.52619000
51.11694336,-∞,-55.87017000
51.16462708,-∞,-51.08192000
51.21231079,-∞,-55.99483000
51.25999451,-∞,-75.99335000
51.30767822,-∞,-74.61211000
51.35536194,-∞,-67.35059000
51.40304565,-∞,-65.84313000
51.45072937,-∞,-57.95519000
51.49841309,-∞,-53.98432000
51.54609680,-∞,-53.65331000
51.59378052,-∞,-56.27940000
51.64146423,-∞,-64.93127000
51.68914795,-∞,-61.32431000
51.73683167,-∞,-55.61664000
51.78451538,-∞,-51.58173000
51.83219910,-∞,-52.93276000
51.87988281,-∞,-59.67798000
51.92756653,-∞,-55.62456000
51.97525024,-∞,-57.60383000
52.02293396,-∞,-53.28946000
52.07061768,-∞,-53.54972000
52.11830139,-∞,-64.94232000
52.16598511,-∞,-55.30964000
52.21366882,-∞,-53.50819000
52.26135254,-∞,-53.91406000
52.30903625,-∞,-59.01223000
52.35671997,-∞,-56.28153000
52.40440369,-∞,-50.20390000
52.45208740,-∞,-52.25443000
52.49977112,-∞,-53.01857000
52.54745483,-∞,-53.00876000
52.59513855,-∞,-57.10612000
52.64282227,-∞,-61.00486000
52.69050598,-∞,-50.98295000
52.73818970,-∞,-47.89705000
52.78587341,-∞,-52.82462000
52.83355713,-∞,-69.07214000
52.88124084,-∞,-54.46525000
52.92892456,-∞,-55.12455000
52.97660828,-∞,-72.95610000
53.02429199,-∞,-55.96445000
53.07197571,-∞,-57.62282000
53.11965942,-∞,-61.83635000
53.16734314,-∞,-52.42698000
53.21502686,-∞,-51.97737000
53.26271057,-∞,-59.37855000
53.31039429,-∞,-62.25639000
53.35807800,-∞,-58.35926000
53.40576172,-∞,-58.46517000
53.45344543,-∞,-53.32450000
53.50112915,-∞,-53.01366000
53.54881287,-∞,-60.16981000
53.59649658,-∞,-58.51552000
53.64418030,-∞,-69.68285000
53.69186401,-∞,-53.17944000
53.73954773,-∞,-53.21957000
53.78723145,-∞,-50.95763000
53.83491516,-∞,-52.65648000
53.88259888,-∞,-61.24276000
53.93028259,-∞,-61.01478000
53.97796631,-∞,-60.28124000
54.02565002,-∞,-53.48785000
54.07333374,-∞,-52.76581000
54.12101746,-∞,-60.08911000
54.16870117,-∞,-58.83472000
54.21638489,-∞,-53.17624000
54.26406860,-∞,-48.54737000
54.31175232,-∞,-46.64928000
54.35943604,-∞,-49.04930000
54.40711975,-∞,-54.06980000
54.45480347,-∞,-65.28624000
54.50248718,-∞,-50.41140000
54.55017090,-∞,-48.64703000
54.59785461,-∞,-53.77235000
54.64553833,-∞,-53.76329000
54.69322205,-∞,-52.61474000
54.74090576,-∞,-60.87437000
54.78858948,-∞,-55.71537000
54.83627319,-∞,-52.21946000
54.88395691,-∞,-55.90837000
54.93164063,-∞,-64.52682000
54.97932434,-∞,-54.94089000
55.02700806,-∞,-53.16648000
55.07469177,-∞,-57.35085000
55.12237549,-∞,-64.71584000
55.17005920,-∞,-57.97491000
55.21774292,-∞,-54.38588000
55.26542664,-∞,-53.15191000
55.31311035,-∞,-49.37216000
55.36079407,-∞,-50.90734000
55.40847778,-∞,-63.34139000
55.45616150,-∞,-57.46111000
55.50384521,-∞,-56.76673000
55.55152893,-∞,-53.00296000
55.59921265,-∞,-55.64990000
55.64689636,-∞,-73.26014000
55.69458008,-∞,-57.71740000
55.74226379,-∞,-58.63839000
55.78994751,-∞,-56.00643000
55.83763123,-∞,-55.46733000
55.88531494,-∞,-53.90613000
55.93299866,-∞,-52.97971000
55.98068237,-∞,-56.62113000
56.02836609,-∞,-73.34158000
56.07604980,-∞,-59.56168000
56.12373352,-∞,-58.64399000
56.17141724,-∞,-67.93233000
56.21910095,-∞,-64.41785000
56.26678467,-∞,-62.57903000
56.31446838,-∞,-62.53401000
56.36215210,-∞,-57.99313000
56.40983582,-∞,-57.97647000
56.45751953,-∞,-58.11560000
56.50520325,-∞,-51.81664000
56.55288696,-∞,-47.30114000
56.60057068,-∞,-47.49474000
56.64825439,-∞,-49.67553000
56.69593811,-∞,-52.29911000
56.74362183,-∞,-60.23030000
56.79130554,-∞,-57.32546000
56.83898926,-∞,-71.06940000
56.88667297,-∞,-61.16473000
56.93435669,-∞,-62.04603000
56.98204041,-∞,-60.02227000
57.02972412,-∞,-55.13001000
57.07740784,-∞,-55.03832000
57.12509155,-∞,-58.20213000
57.17277527,-∞,-61.35137000
57.22045898,-∞,-53.37745000
57.26814270,-∞,-49.92939000
57.31582642,-∞,-49.42233000
57.36351013,-∞,-52.78822000
57.41119385,-∞,-62.54570000
57.45887756,-∞,-48.31448000
57.50656128,-∞,-48.67241000
57.55424500,-∞,-53.71089000
57.60192871,-∞,-52.40250000
57.64961243,-∞,-48.54164000
57.69729614,-∞,-50.05595000
57.74497986,-∞,-53.57140000
57.79266357,-∞,-53.30960000
57.84034729,-∞,-55.73121000
57.88803101,-∞,-63.03673000
57.93571472,-∞,-54.60910000
57.98339844,-∞,-50.13288000
58.03108215,-∞,-51.54258000
58.07876587,-∞,-54.09436000
58.12644958,-∞,-64.92049000
58.17413330,-∞,-56.37791000
58.22181702,-∞,-52.46536000
58.26950073,-∞,-52.15034000
58.31718445,-∞,-66.96454000
58.36486816,-∞,-49.69673000
58.41255188,-∞,-46.44691000
58.46023560,-∞,-47.87135000
58.50791931,-∞,-50.53490000
58.55560303,-∞,-51.09764000
58.60328674,-∞,-51.91591000
58.65097046,-∞,-55.46645000
58.69865417,-∞,-68.79024000
58.74633789,-∞,-54.05307000
58.79402161,-∞,-51.06350000
58.84170532,-∞,-53.21125000
58.88938904,-∞,-58.45893000
58.93707275,-∞,-54.88729000
58.98475647,-∞,-50.05533000
59.03244019,-∞,-48.79773000
59.08012390,-∞,-53.65777000
59.12780762,-∞,-56.23801000
59.17549133,-∞,-49.43992000
59.22317505,-∞,-52.01780000
59.27085876,-∞,-50.21115000
59.31854248,-∞,-49.45528000
59.36622620,-∞,-52.19194000
59.41390991,-∞,-56.82872000
59.46159363,-∞,-63.66573000
59.50927734,-∞,-57.88881000
59.55696106,-∞,-60.16134000
59.60464478,-∞,-54.89894000
59.65232849,-∞,-48.56516000
59.70001221,-∞,-52.10661000
59.74769592,-∞,-52.88717000
59.79537964,-∞,-50.26447000
59.84306335,-∞,-50.80950000
59.89074707,-∞,-49.61804000
59.93843079,-∞,-49.67630000
59.98611450,-∞,-51.37106000
60.03379822,-∞,-58.86095000
60.08148193,-∞,-63.17148000
60.12916565,-∞,-60.70439000
60.17684937,-∞,-51.69917000
60.22453308,-∞,-56.78793000
60.27221680,-∞,-58.21185000
60.31990051,-∞,-50.69659000
60.36758423,-∞,-48.76269000
60.41526794,-∞,-49.37474000
60.46295166,-∞,-45.68394000
60.51063538,-∞,-43.94930000
60.55831909,-∞,-47.64331000
60.60600281,-∞,-52.29761000
60.65368652,-∞,-51.22105000
60.70137024,-∞,-66.14413000
60.74905396,-∞,-51.97687000
60.79673767,-∞,-59.81783000
60.84442139,-∞,-53.32851000
60.89210510,-∞,-50.02490000
60.93978882,-∞,-54.07844000
60.98747253,-∞,-59.10619000
61.03515625,-∞,-56.57846000
61.08283997,-∞,-51.84900000
61.13052368,-∞,-49.85888000
61.17820740,-∞,-55.97902000
61.22589111,-∞,-53.54877000
61.27357483,-∞,-50.01011000
61.32125854,-∞,-54.03790000
61.36894226,-∞,-58.51694000
61.41662598,-∞,-60.69260000
61.46430969,-∞,-61.62652000
61.51199341,-∞,-53.24179000
61.55967712,-∞,-53.23403000
61.60736084,-∞,-54.49810000
61.65504456,-∞,-58.30820000
61.70272827,-∞,-54.31106000
61.75041199,-∞,-52.46764000
61.79809570,-∞,-54.18623000
61.84577942,-∞,-53.22662000
61.89346313,-∞,-53.95473000
61.94114685,-∞,-61.71594000
61.98883057,-∞,-55.80069000
62.03651428,-∞,-60.87118000
62.08419800,-∞,-62.26908000
62.13188171,-∞,-58.90059000
62.17956543,-∞,-53.62850000
62.22724915,-∞,-49.75412000
62.27493286,-∞,-48.01126000
62.32261658,-∞,-46.81925000
62.37030029,-∞,-48.05218000
62.41798401,-∞,-50.86934000
62.46566772,-∞,-51.32619000
62.51335144,-∞,-55.54331000
62.56103516,-∞,-60.40096000
62.60871887,-∞,-67.48801000
62.65640259,-∞,-61.08846000
62.70408630,-∞,-68.04527000
62.75177002,-∞,-71.13840000
62.79945374,-∞,-61.11545000
62.84713745,-∞,-84.59183000
62.89482117,-∞,-53.05352000
62.94250488,-∞,-50.77269000
62.99018860,-∞,-59.98274000
63.03787231,-∞,-63.53200000
63.08555603,-∞,-60.68696000
63.13323975,-∞,-55.95361000
63.18092346,-∞,-52.04836000
63.22860718,-∞,-52.22336000
63.27629089,-∞,-57.28827000
63.32397461,-∞,-56.79086000
63.37165833,-∞,-57.62190000
63.41934204,-∞,-52.64713000
63.46702576,-∞,-59.37601000
63.51470947,-∞,-55.50364000
63.56239319,-∞,-56.47219000
63.61007690,-∞,-57.46926000
63.65776062,-∞,-59.01844000
63.70544434,-∞,-69.46207000
63.75312805,-∞,-60.52193000
63.80081177,-∞,-78.14472000
63.84849548,-∞,-55.87382000
63.89617920,-∞,-50.04296000
63.94386292,-∞,-48.93914000
63.99154663,-∞,-54.18747000
64.03923035,-∞,-54.41579000
64.08691406,-∞,-63.78257000
64.13459778,-∞,-64.69852000
64.18228149,-∞,-66.61926000
64.22996521,-∞,-62.14261000
64.27764893,-∞,-51.97117000
64.32533264,-∞,-52.44335000
64.37301636,-∞,-53.66622000
64.42070007,-∞,-49.98153000
64.46838379,-∞,-49.21723000
64.51606750,-∞,-50.53041000
64.56375122,-∞,-51.74326000
64.61143494,-∞,-52.28158000
64.65911865,-∞,-53.25115000
64.70680237,-∞,-53.60049000
64.75448608,-∞,-52.04159000
64.80216980,-∞,-60.25066000
64.84985352,-∞,-62.55644000
64.89753723,-∞,-62.97561000
64.94522095,-∞,-57.78563000
64.99290466,-∞,-53.67295000
65.04058838,-∞,-61.50658000
65.08827209,-∞,-59.37786000
65.13595581,-∞,-55.17421000
65.18363953,-∞,-54.89363000
65.23132324,-∞,-58.15205000
65.27900696,-∞,-58.34031000
65.32669067,-∞,-57.54856000
65.37437439,-∞,-49.77045000
65.42205811,-∞,-52.24695000
65.46974182,-∞,-56.73149000
65.51742554,-∞,-54.97690000
65.56510925,-∞,-79.42123000
65.61279297,-∞,-54.73727000
65.66047668,-∞,-52.97676000
65.70816040,-∞,-55.18261000
65.75584412,-∞,-65.08928000
65.80352783,-∞,-51.15376000
65.85121155,-∞,-48.84409000
65.89889526,-∞,-50.44775000
65.94657898,-∞,-55.15466000
65.99426270,-∞,-56.53298000
66.04194641,-∞,-52.32177000
66.08963013,-∞,-51.17633000
66.13731384,-∞,-49.98657000
66.18499756,-∞,-49.92758000
66.23268127,-∞,-47.99485000
66.28036499,-∞,-50.30941000
66.32804871,-∞,-57.42151000
66.37573242,-∞,-64.95001000
66.42341614,-∞,-58.34166000
66.47109985,-∞,-54.79173000
66.51878357,-∞,-51.65411000
66.56646729,-∞,-55.87831000
66.61415100,-∞,-58.78954000
66.66183472,-∞,-57.05779000
66.70951843,-∞,-54.23281000
66.75720215,-∞,-59.65920000
66.80488586,-∞,-55.93161000
66.85256958,-∞,-59.29873000
66.90025330,-∞,-52.12018000
66.94793701,-∞,-48.49306000
66.99562073,-∞,-55.20136000
67.04330444,-∞,-50.34681000
67.09098816,-∞,-51.39175000
67.13867188,-∞,-59.94773000
67.18635559,-∞,-56.18009000
67.23403931,-∞,-56.06596000
67.28172302,-∞,-53.21592000
67.32940674,-∞,-50.11624000
67.37709045,-∞,-55.69160000
67.42477417,-∞,-64.51266000
67.47245789,-∞,-61.57050000
67.52014160,-∞,-60.33639000
67.56782532,-∞,-49.44792000
67.61550903,-∞,-46.91914000
67.66319275,-∞,-54.98243000
67.71087646,-∞,-48.73207000
67.75856018,-∞,-48.67089000
67.80624390,-∞,-58.53594000
67.85392761,-∞,-57.66611000
67.90161133,-∞,-69.28790000
67.94929504,-∞,-56.88227000
67.99697876,-∞,-55.35681000
68.04466248,-∞,-56.70237000
68.09234619,-∞,-56.79375000
68.14002991,-∞,-56.31537000
68.18771362,-∞,-60.19832000
68.23539734,-∞,-70.17169000
68.28308105,-∞,-62.03930000
68.33076477,-∞,-53.97879000
68.37844849,-∞,-50.59337000
68.42613220,-∞,-62.04147000
68.47381592,-∞,-48.09913000
68.52149963,-∞,-45.19386000
68.56918335,-∞,-51.19369000
68.61686707,-∞,-60.99390000
68.66455078,-∞,-60.38708000
68.71223450,-∞,-63.85120000
68.75991821,-∞,-63.15075000
68.80760193,-∞,-53.91528000
68.85528564,-∞,-52.41956000
68.90296936,-∞,-68.69658000
68.95065308,-∞,-50.98098000
68.99833679,-∞,-51.74437000
69.04602051,-∞,-58.62571000
69.09370422,-∞,-60.40216000
69.14138794,-∞,-55.31245000
69.18907166,-∞,-51.87394000
69.23675537,-∞,-63.43108000
69.28443909,-∞,-54.78128000
69.33212280,-∞,-48.90149000
69.37980652,-∞,-48.16239000
69.42749023,-∞,-50.21873000
69.47517395,-∞,-59.97577000
69.52285767,-∞,-51.69399000
69.57054138,-∞,-52.99551000
69.61822510,-∞,-54.57044000
69.66590881,-∞,-52.49237000
69.71359253,-∞,-53.53437000
69.76127625,-∞,-54.86536000
69.80895996,-∞,-53.26964000
69.85664368,-∞,-51.05987000
69.90432739,-∞,-55.02694000
69.95201111,-∞,-63.96729000
69.99969482,-∞,-77.86314000
70.04737854,-∞,-53.23164000
70.09506226,-∞,-51.15183000
70.14274597,-∞,-55.97712000
70.19042969,-∞,-56.10542000
70.23811340,-∞,-58.65385000
70.28579712,-∞,-64.89719000
70.33348083,-∞,-60.04311000
70.38116455,-∞,-66.71068000
70.42884827,-∞,-56.66662000
70.47653198,-∞,-52.21962000
70.52421570,-∞,-58.09978000
70.57189941,-∞,-60.71434000
70.61958313,-∞,-56.76294000
70.66726685,-∞,-54.72834000
70.71495056,-∞,-61.60884000
70.76263428,-∞,-60.69530000
70.81031799,-∞,-66.25656000
70.85800171,-∞,-56.20504000
70.90568542,-∞,-60.76899000
70.95336914,-∞,-57.66865000
71.00105286,-∞,-53.91237000
71.04873657,-∞,-55.10342000
71.09642029,-∞,-53.39101000
71.14410400,-∞,-48.50800000
71.19178772,-∞,-46.28448000
71.23947144,-∞,-48.31389000
71.28715515,-∞,-53.21479000
71.33483887,-∞,-53.96223000
71.38252258,-∞,-52.45660000
71.43020630,-∞,-52.34415000
71.47789001,-∞,-50.50974000
71.52557373,-∞,-47.28032000
71.57325745,-∞,-48.40017000
71.62094116,-∞,-52.94334000
71.66862488,-∞,-62.35964000
71.71630859,-∞,-58.02377000
71.76399231,-∞,-54.18796000
71.81167603,-∞,-57.26520000
71.85935974,-∞,-59.83125000
71.90704346,-∞,-61.20640000
71.95472717,-∞,-50.97732000
72.00241089,-∞,-50.41517000
72.05009460,-∞,-54.10645000
72.09777832,-∞,-61.79184000
72.14546204,-∞,-54.73640000
72.19314575,-∞,-52.83731000
72.24082947,-∞,-53.51775000
72.28851318,-∞,-51.54142000
72.33619690,-∞,-54.06506000
72.38388062,-∞,-55.86789000
72.43156433,-∞,-65.61026000
72.47924805,-∞,-55.35862000
72.52693176,-∞,-49.47866000
72.57461548,-∞,-51.70862000
72.62229919,-∞,-57.21388000
72.66998291,-∞,-52.90758000
72.71766663,-∞,-58.44169000
72.76535034,-∞,-59.40077000
72.81303406,-∞,-66.87048000
72.86071777,-∞,-56.89639000
72.90840149,-∞,-58.30304000
72.95608521,-∞,-61.01539000
73.00376892,-∞,-63.72698000
73.05145264,-∞,-53.87539000
73.09913635,-∞,-50.51430000
73.14682007,-∞,-49.46559000
73.19450378,-∞,-50.89520000
73.24218750,-∞,-51.19051000
73.28987122,-∞,-51.04336000
73.33755493,-∞,-48.85337000
73.38523865,-∞,-48.82661000
73.43292236,-∞,-56.29305000
73.48060608,-∞,-58.56106000
73.52828979,-∞,-55.02834000
73.57597351,-∞,-55.83724000
73.62365723,-∞,-54.80029000
73.67134094,-∞,-52.45636000
73.71902466,-∞,-51.62010000
73.76670837,-∞,-51.78357000
73.81439209,-∞,-50.15011000
73.86207581,-∞,-50.92706000
73.90975952,-∞,-51.25923000
73.95744324,-∞,-49.47184000
74.00512695,-∞,-56.40121000
74.05281067,-∞,-56.78700000
74.10049438,-∞,-52.29264000
74.14817810,-∞,-60.68640000
74.19586182,-∞,-56.56124000
74.24354553,-∞,-59.00335000
74.29122925,-∞,-53.22430000
74.33891296,-∞,-50.74012000
74.38659668,-∞,-56.93445000
74.43428040,-∞,-57.18674000
74.48196411,-∞,-61.66833000
74.52964783,-∞,-52.91376000
74.57733154,-∞,-50.88188000
74.62501526,-∞,-47.79977000
74.67269897,-∞,-44.67382000
74.72038269,-∞,-46.33116000
74.76806641,-∞,-58.66932000
74.81575012,-∞,-52.19033000
74.86343384,-∞,-63.97458000
74.91111755,-∞,-54.62271000
74.95880127,-∞,-50.85361000
75.00648499,-∞,-54.64143000
75.05416870,-∞,-64.25872000
75.10185242,-∞,-59.11150000
75.14953613,-∞,-54.54107000
75.19721985,-∞,-54.65202000
75.24490356,-∞,-57.25203000
75.29258728,-∞,-56.91544000
75.34027100,-∞,-49.50595000
75.38795471,-∞,-48.24197000
75.43563843,-∞,-50.27280000
75.48332214,-∞,-53.49942000
75.53100586,-∞,-55.18455000
75.57868958,-∞,-54.67255000
75.62637329,-∞,-68.08620000
75.67405701,-∞,-57.72021000
75.72174072,-∞,-74.68568000
75.76942444,-∞,-55.04762000
75.81710815,-∞,-55.19363000
75.86479187,-∞,-60.37422000
75.91247559,-∞,-55.47461000
75.96015930,-∞,-57.63210000
76.00784302,-∞,-60.34035000
76.05552673,-∞,-55.82306000
76.10321045,-∞,-56.22157000
76.15089417,-∞,-58.73920000
76.19857788,-∞,-64.99865000
76.24626160,-∞,-73.23888000
76.29394531,-∞,-68.03884000
76.34162903,-∞,-63.18529000
76.38931274,-∞,-63.05279000
76.43699646,-∞,-63.35291000
76.48468018,-∞,-57.35836000
76.53236389,-∞,-57.66779000
76.58004761,-∞,-60.01016000
76.62773132,-∞,-55.06550000
76.67541504,-∞,-48.68336000
76.72309875,-∞,-50.45682000
76.77078247,-∞,-55.01814000
76.81846619,-∞,-51.74591000
76.86614990,-∞,-52.55511000
76.91383362,-∞,-49.54166000
76.96151733,-∞,-46.66306000
77.00920105,-∞,-50.00588000
77.05688477,-∞,-55.14796000
77.10456848,-∞,-49.77613000
77.15225220,-∞,-49.87592000
77.19993591,-∞,-50.90204000
77.24761963,-∞,-50.26423000
77.29530334,-∞,-68.20530000
77.34298706,-∞,-53.04672000
77.39067078,-∞,-51.31593000
77.43835449,-∞,-52.35580000
77.48603821,-∞,-51.92980000
77.53372192,-∞,-54.13271000
77.58140564,-∞,-55.51051000
77.62908936,-∞,-50.76088000
77.67677307,-∞,-52.44658000
77.72445679,-∞,-57.25641000
77.77214050,-∞,-55.20179000
77.81982422,-∞,-49.01177000
77.86750793,-∞,-47.78326000
77.91519165,-∞,-54.60726000
77.96287537,-∞,-57.82841000
78.01055908,-∞,-52.33316000
78.05824280,-∞,-52.14363000
78.10592651,-∞,-49.94934000
78.15361023,-∞,-49.51090000
78.20129395,-∞,-51.20662000
78.24897766,-∞,-48.91775000
